event_id,pass_number,operation,group_id_1,group_id_2,source_partition,destination_partition,objective_before,objective_after,accepted
65,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_c8e7aa31a30d,validation|train,train|validation,"[0,0,""105104/431585"",""147558604207/55625182692"",""394/2365"",""3c4e76fa01bb16669a52d3c1c6812046ee6484e785ae12669454dac0df24c2f0""]","[0,0,""104094/431585"",""144694260751/55625182692"",""394/2365"",""869f8c9bae92ed9c6643e0030131031519088aff06c8e337fade44b0af4e25d6""]",True
66,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_d680a42b2d0d,train|validation,validation|train,"[0,0,""104094/431585"",""144694260751/55625182692"",""394/2365"",""869f8c9bae92ed9c6643e0030131031519088aff06c8e337fade44b0af4e25d6""]","[0,0,""104004/431585"",""148012599091/55625182692"",""394/2365"",""a826f63c9998c859bd68815786da037c9f84409ec2e56152dca4205dbe8a45e4""]",True
67,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_d7033349bbe5,validation|test,test|validation,"[0,0,""104004/431585"",""148012599091/55625182692"",""394/2365"",""a826f63c9998c859bd68815786da037c9f84409ec2e56152dca4205dbe8a45e4""]","[0,0,""104004/431585"",""148012599091/55625182692"",""394/2365"",""722a3160a9ea2e839d3cd0634ab857d4b8072f9a4805946f4798bad74df741c1""]",True
68,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_d7595041e852,test|train,train|test,"[0,0,""104004/431585"",""148012599091/55625182692"",""394/2365"",""722a3160a9ea2e839d3cd0634ab857d4b8072f9a4805946f4798bad74df741c1""]","[0,0,""9454/39235"",""148012599091/55625182692"",""394/2365"",""25dae600157623dc08a153a4c66422651bc54d4856c5926a189c5fe91078cc09""]",True
69,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_dd17e8e6814a,train|validation,validation|train,"[0,0,""9454/39235"",""148012599091/55625182692"",""394/2365"",""25dae600157623dc08a153a4c66422651bc54d4856c5926a189c5fe91078cc09""]","[0,0,""103924/431585"",""151330937431/55625182692"",""394/2365"",""58bac71ea8028ca44ced4221f34d6673237feb8d904cbf02f49d56d78042c50d""]",True
70,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_dddb0c7a5a97,validation|test,test|validation,"[0,0,""103924/431585"",""151330937431/55625182692"",""394/2365"",""58bac71ea8028ca44ced4221f34d6673237feb8d904cbf02f49d56d78042c50d""]","[0,0,""103924/431585"",""752144537207/278125913460"",""394/2365"",""af863b30eee1e20173d1904a0e48016d071aecff7e08adaa5542adfa72918490""]",True
71,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_de7b6ea10465,test|train,train|test,"[0,0,""103924/431585"",""752144537207/278125913460"",""394/2365"",""af863b30eee1e20173d1904a0e48016d071aecff7e08adaa5542adfa72918490""]","[0,0,""99384/431585"",""720339787127/278125913460"",""394/2365"",""494d881870a36bfdcf3ebd8efd801ae587700d3404dfec81509ad8770ef3f0cf""]",True
72,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_e228eccb6bc2,train|validation,validation|train,"[0,0,""99384/431585"",""720339787127/278125913460"",""394/2365"",""494d881870a36bfdcf3ebd8efd801ae587700d3404dfec81509ad8770ef3f0cf""]","[0,0,""99304/431585"",""736931478827/278125913460"",""394/2365"",""02fe4996466def3a095db905185e2108f38e786cdfe9d739e40d6c8dab9d6eb6""]",True
73,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_e2501b9e5098,validation|train,train|validation,"[0,0,""99304/431585"",""736931478827/278125913460"",""394/2365"",""02fe4996466def3a095db905185e2108f38e786cdfe9d739e40d6c8dab9d6eb6""]","[0,0,""98904/431585"",""722917891627/278125913460"",""394/2365"",""03e33be1e93a2066ccdd0ed823888c42b2c36f8167c5d5c11f9a0638dfd36d7e""]",True
74,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_eb45a6a5bba1,train|test,test|train,"[0,0,""98904/431585"",""722917891627/278125913460"",""394/2365"",""03e33be1e93a2066ccdd0ed823888c42b2c36f8167c5d5c11f9a0638dfd36d7e""]","[0,0,""98894/431585"",""745571612827/278125913460"",""394/2365"",""abc1b27fa29e13bf5132d00d23d1c2d6f6a9719c33e4e6ad75c9ca26d6aa541a""]",True
75,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_eb898e69d639,test|train,train|test,"[0,0,""98894/431585"",""745571612827/278125913460"",""394/2365"",""abc1b27fa29e13bf5132d00d23d1c2d6f6a9719c33e4e6ad75c9ca26d6aa541a""]","[0,0,""98664/431585"",""123764526113/46354318910"",""394/2365"",""69785066531bd01c6f01c09c4a65bba0e790446a77d8ec6b6b61180d0221c316""]",True
76,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_f05264598ab7,train|validation,validation|train,"[0,0,""98664/431585"",""123764526113/46354318910"",""394/2365"",""69785066531bd01c6f01c09c4a65bba0e790446a77d8ec6b6b61180d0221c316""]","[0,0,""8964/39235"",""126529808063/46354318910"",""394/2365"",""1198492f671ca9d3da75290785a738983b87a879a4e07206dfad09a5d79520b6""]",True
77,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_f1a3ccbac25c,validation|train,train|validation,"[0,0,""8964/39235"",""126529808063/46354318910"",""394/2365"",""1198492f671ca9d3da75290785a738983b87a879a4e07206dfad09a5d79520b6""]","[0,0,""97004/431585"",""124142855183/46354318910"",""394/2365"",""a35294719bc99eabb47f96e5ec4ec03987c3accdfc8b4cf1df1afd9b2bbffdd2""]",True
78,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_f3383250f4a2,train|test,test|train,"[0,0,""97004/431585"",""124142855183/46354318910"",""394/2365"",""a35294719bc99eabb47f96e5ec4ec03987c3accdfc8b4cf1df1afd9b2bbffdd2""]","[0,0,""8814/39235"",""127918475383/46354318910"",""394/2365"",""727e84338a55b77fb2be444e3c1d7e06ca1dcf2215c22a61b50289f60a83692d""]",True
79,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_f3f13e6e1be1,test|validation,validation|test,"[0,0,""8814/39235"",""127918475383/46354318910"",""394/2365"",""727e84338a55b77fb2be444e3c1d7e06ca1dcf2215c22a61b50289f60a83692d""]","[0,0,""8814/39235"",""127918475383/46354318910"",""394/2365"",""08f176e3e67ed47547ed0a035798deca0e4a43cddeab8b98943959305ec81ff8""]",True
80,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_f4567da904dc,validation|train,train|validation,"[0,0,""8814/39235"",""127918475383/46354318910"",""394/2365"",""08f176e3e67ed47547ed0a035798deca0e4a43cddeab8b98943959305ec81ff8""]","[0,0,""94834/431585"",""252289285501/92708637820"",""394/2365"",""1d6650a59dd356361dcf0cd8ce4f5f9c313de0584e159704779cbc946a2c94d9""]",True
81,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_f4b2ad141283,train|test,test|train,"[0,0,""94834/431585"",""252289285501/92708637820"",""394/2365"",""1d6650a59dd356361dcf0cd8ce4f5f9c313de0584e159704779cbc946a2c94d9""]","[0,0,""94744/431585"",""257819849401/92708637820"",""394/2365"",""ea3558e4e7c72a13b968773e80e539409fd160660ada815dc821eb6794ddb7ad""]",True
82,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_f4d8dce6e702,test|validation,validation|test,"[0,0,""94744/431585"",""257819849401/92708637820"",""394/2365"",""ea3558e4e7c72a13b968773e80e539409fd160660ada815dc821eb6794ddb7ad""]","[0,0,""94744/431585"",""257819849401/92708637820"",""394/2365"",""3f9eb548eea6bcc487b9ee520e9ba96c797bc87f10d0161c29f1cb9081887ca2""]",True
83,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_f5d3ff285109,validation|train,train|validation,"[0,0,""94744/431585"",""257819849401/92708637820"",""394/2365"",""3f9eb548eea6bcc487b9ee520e9ba96c797bc87f10d0161c29f1cb9081887ca2""]","[0,0,""94504/431585"",""385237546027/139062956730"",""394/2365"",""b78da2da85f93ad1c882a088b043aca842894987ac57d307c633903903dd5e2a""]",True
84,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_f5e6c4e1d4f0,train|test,test|train,"[0,0,""94504/431585"",""385237546027/139062956730"",""394/2365"",""b78da2da85f93ad1c882a088b043aca842894987ac57d307c633903903dd5e2a""]","[0,0,""94414/431585"",""393533391877/139062956730"",""394/2365"",""23f85f37f4362aba3a9c67318f383db5b25ea2488473c6334e7d49db969d98d2""]",True
85,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_f6209911ce1f,test|train,train|test,"[0,0,""94414/431585"",""393533391877/139062956730"",""394/2365"",""23f85f37f4362aba3a9c67318f383db5b25ea2488473c6334e7d49db969d98d2""]","[0,0,""91944/431585"",""776423787959/278125913460"",""394/2365"",""e1a472c9473a83dec77240b0a422961ee7562d36cbad4860859eff48eb482d5c""]",True
86,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_f6d1d4899699,train|test,test|train,"[0,0,""91944/431585"",""776423787959/278125913460"",""394/2365"",""e1a472c9473a83dec77240b0a422961ee7562d36cbad4860859eff48eb482d5c""]","[0,0,""13122/61655"",""793015479659/278125913460"",""394/2365"",""2ef41bb31db2d075671ce9cacd369dcf1e10da40790391b850eebfbce23b9ead""]",True
87,1,PAIRWISE_GROUP_SWAP,HBG_008fb938cf34,HBG_f87bca8aa9da,test|train,train|test,"[0,0,""13122/61655"",""793015479659/278125913460"",""394/2365"",""2ef41bb31db2d075671ce9cacd369dcf1e10da40790391b850eebfbce23b9ead""]","[0,0,""12982/61655"",""778693762379/278125913460"",""394/2365"",""91c198d08821ef955b2fb933e006cec918fa6990106ba0f2f7a937488379ce56""]",True
88,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_02fac5b87e7e,train|validation,validation|train,"[0,0,""12982/61655"",""778693762379/278125913460"",""394/2365"",""91c198d08821ef955b2fb933e006cec918fa6990106ba0f2f7a937488379ce56""]","[0,0,""88304/431585"",""192012691646/69531478365"",""394/2365"",""0bed530297b3bbe18b4f2c31f3d285f275b991f13679bb6eb854b1a7bddef55c""]",True
89,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_0d1021cad155,validation|train,train|validation,"[0,0,""88304/431585"",""192012691646/69531478365"",""394/2365"",""0bed530297b3bbe18b4f2c31f3d285f275b991f13679bb6eb854b1a7bddef55c""]","[0,0,""87624/431585"",""192012691646/69531478365"",""394/2365"",""71990bde0163a0285b0da5dd9a6ad24ebd745c47928bec0f1bd5180937f0f4ff""]",True
90,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_0d485f163e75,train|test,test|train,"[0,0,""87624/431585"",""192012691646/69531478365"",""394/2365"",""71990bde0163a0285b0da5dd9a6ad24ebd745c47928bec0f1bd5180937f0f4ff""]","[0,0,""85154/431585"",""5510088601/2015405170"",""394/2365"",""43b71120493acba86afba4197a5c7e8f075f6ebf159eab22709ef78a577df65f""]",True
91,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_107f6ad73c18,test|validation,validation|test,"[0,0,""85154/431585"",""5510088601/2015405170"",""394/2365"",""43b71120493acba86afba4197a5c7e8f075f6ebf159eab22709ef78a577df65f""]","[0,0,""85154/431585"",""5510088601/2015405170"",""394/2365"",""24013bac23e31a0b4cc4bc19939afa21b246471c15f79e050e217f1d7438529c""]",True
92,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_189f3a701e2b,validation|train,train|validation,"[0,0,""85154/431585"",""5510088601/2015405170"",""394/2365"",""24013bac23e31a0b4cc4bc19939afa21b246471c15f79e050e217f1d7438529c""]","[0,0,""4436/22715"",""5510088601/2015405170"",""394/2365"",""e810dd31234ba86b7b786b0cae47cb28ea3543946be9665f4929486863c4c41a""]",True
93,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_19a1c3f77d5d,train|validation,validation|train,"[0,0,""4436/22715"",""5510088601/2015405170"",""394/2365"",""e810dd31234ba86b7b786b0cae47cb28ea3543946be9665f4929486863c4c41a""]","[0,0,""11692/61655"",""188183421823/69531478365"",""394/2365"",""0ed2dea309502d8f85bb4b669b570ba0e7c81e1efbf08adf5e981a01b27d6667""]",True
94,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_21430d79b83e,validation|train,train|validation,"[0,0,""11692/61655"",""188183421823/69531478365"",""394/2365"",""0ed2dea309502d8f85bb4b669b570ba0e7c81e1efbf08adf5e981a01b27d6667""]","[0,0,""4296/22715"",""188183421823/69531478365"",""394/2365"",""1e12eb20b5687a68ae5fb43098aaeddd7539818a0496ce46a44b0b808739ca2e""]",True
95,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_22ee4049cd25,train|test,test|train,"[0,0,""4296/22715"",""188183421823/69531478365"",""394/2365"",""1e12eb20b5687a68ae5fb43098aaeddd7539818a0496ce46a44b0b808739ca2e""]","[0,0,""79504/431585"",""756104278697/278125913460"",""394/2365"",""5598331f16748d19ecf71cdca88ba8388f7338d5812eaad94bab2b2438fc04e7""]",True
96,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_25bce595388f,test|train,train|test,"[0,0,""79504/431585"",""756104278697/278125913460"",""394/2365"",""5598331f16748d19ecf71cdca88ba8388f7338d5812eaad94bab2b2438fc04e7""]","[0,0,""77464/431585"",""183735631103/69531478365"",""394/2365"",""479927ccece1c17ecfa3f5963e2e63d25651ce9934feb0e9c7f2aa85920a8a65""]",True
97,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_2b2aef9a22bf,train|test,test|train,"[0,0,""77464/431585"",""183735631103/69531478365"",""394/2365"",""479927ccece1c17ecfa3f5963e2e63d25651ce9934feb0e9c7f2aa85920a8a65""]","[0,0,""75024/431585"",""121213997461/46354318910"",""394/2365"",""fded44388458ae3f9b2014f9e1962e558f55e871eff484e9deeae6af35073a8e""]",True
98,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_2d8dd1b2e7fa,test|validation,validation|test,"[0,0,""75024/431585"",""121213997461/46354318910"",""394/2365"",""fded44388458ae3f9b2014f9e1962e558f55e871eff484e9deeae6af35073a8e""]","[0,0,""75024/431585"",""121213997461/46354318910"",""394/2365"",""6d5277feccdff0e2a194ae23a25639bb4c122e44bb4aa19f647c9e28dc49bd68""]",True
99,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_30ea05e068aa,validation|test,test|validation,"[0,0,""75024/431585"",""121213997461/46354318910"",""394/2365"",""6d5277feccdff0e2a194ae23a25639bb4c122e44bb4aa19f647c9e28dc49bd68""]","[0,0,""75024/431585"",""121213997461/46354318910"",""394/2365"",""40e3519b5956f09cb257176b3af15d5e890b64c8b551b256041d125fd7dfc968""]",True
100,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_353c5798293c,test|train,train|test,"[0,0,""75024/431585"",""121213997461/46354318910"",""394/2365"",""40e3519b5956f09cb257176b3af15d5e890b64c8b551b256041d125fd7dfc968""]","[0,0,""73874/431585"",""121213997461/46354318910"",""394/2365"",""b4a81f9f476aaa031604b75087f532064b9855777deb755c35e43cb570fa20bf""]",True
101,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_37d96977c251,train|test,test|train,"[0,0,""73874/431585"",""121213997461/46354318910"",""394/2365"",""b4a81f9f476aaa031604b75087f532064b9855777deb755c35e43cb570fa20bf""]","[0,0,""71644/431585"",""35981272256/13906295673"",""394/2365"",""237042da3d82bb9ae67a883a81303b18a55a6f6789d07ec2445d1c3212bfbcdc""]",True
102,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_394cc80eb83b,test|validation,validation|test,"[0,0,""71644/431585"",""35981272256/13906295673"",""394/2365"",""237042da3d82bb9ae67a883a81303b18a55a6f6789d07ec2445d1c3212bfbcdc""]","[0,0,""71644/431585"",""35981272256/13906295673"",""394/2365"",""183aeebcd559e319553429de6af7799523c7f9ff8bee0cf5d445403e1ce034c7""]",True
103,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_3dcc26eed848,validation|train,train|validation,"[0,0,""71644/431585"",""35981272256/13906295673"",""394/2365"",""183aeebcd559e319553429de6af7799523c7f9ff8bee0cf5d445403e1ce034c7""]","[0,0,""70634/431585"",""35981272256/13906295673"",""394/2365"",""3a4f6f50f210c40fb357234bb428a76353ce59cdee8dbda39e87e05f2f4fe978""]",True
104,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_40cded32b1f5,train|validation,validation|train,"[0,0,""70634/431585"",""35981272256/13906295673"",""394/2365"",""3a4f6f50f210c40fb357234bb428a76353ce59cdee8dbda39e87e05f2f4fe978""]","[0,0,""68074/431585"",""141796489865/55625182692"",""394/2365"",""95ba12ca6ed15e5763538365ea7d17168b4dd1f3d2f8917ebb475aee806b6197""]",True
105,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_42b4a7965b1c,validation|train,train|validation,"[0,0,""68074/431585"",""141796489865/55625182692"",""394/2365"",""95ba12ca6ed15e5763538365ea7d17168b4dd1f3d2f8917ebb475aee806b6197""]","[0,0,""68044/431585"",""141796489865/55625182692"",""394/2365"",""511b9f963564acaafce69e1cc9009b7e7efc018d5dc76d31f87c2128ecf74098""]",True
106,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_4bc96374eedd,train|validation,validation|train,"[0,0,""68044/431585"",""141796489865/55625182692"",""394/2365"",""511b9f963564acaafce69e1cc9009b7e7efc018d5dc76d31f87c2128ecf74098""]","[0,0,""65614/431585"",""701323909679/278125913460"",""394/2365"",""18d869b0da151c3d9383a3ea732f383678bb495eba7067b68213e991f529f1e0""]",True
107,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_51b5be3d1f17,validation|train,train|validation,"[0,0,""65614/431585"",""701323909679/278125913460"",""394/2365"",""18d869b0da151c3d9383a3ea732f383678bb495eba7067b68213e991f529f1e0""]","[0,0,""63774/431585"",""340081077697/139062956730"",""394/2365"",""b61137e5c1df0fb290e2fd63580ab7592b8b996e33b52656adbc2089aae1d1ba""]",True
108,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_51e954dd7e8c,train|test,test|train,"[0,0,""63774/431585"",""340081077697/139062956730"",""394/2365"",""b61137e5c1df0fb290e2fd63580ab7592b8b996e33b52656adbc2089aae1d1ba""]","[0,0,""8782/61655"",""56041967979/23177159455"",""394/2365"",""fb3e07068d47c632c504fc5eb664fd00ab1084f27ae001efe414d2cb3fbc7486""]",True
109,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_52a5f922d0f2,test|validation,validation|test,"[0,0,""8782/61655"",""56041967979/23177159455"",""394/2365"",""fb3e07068d47c632c504fc5eb664fd00ab1084f27ae001efe414d2cb3fbc7486""]","[0,0,""8782/61655"",""56041967979/23177159455"",""394/2365"",""f70cd1aaf327d5d861edc58b58c73c1f6203085d9db075b80afc9210503dc1bf""]",True
110,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_52b214df152e,validation|test,test|validation,"[0,0,""8782/61655"",""56041967979/23177159455"",""394/2365"",""f70cd1aaf327d5d861edc58b58c73c1f6203085d9db075b80afc9210503dc1bf""]","[0,0,""8782/61655"",""56041967979/23177159455"",""394/2365"",""475e632b45bc0c6b218a74f9b5df320ed3b7ecab3e76e1db928854ddb764c6d7""]",True
111,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_5708180f62c7,test|validation,validation|test,"[0,0,""8782/61655"",""56041967979/23177159455"",""394/2365"",""475e632b45bc0c6b218a74f9b5df320ed3b7ecab3e76e1db928854ddb764c6d7""]","[0,0,""8782/61655"",""56041967979/23177159455"",""394/2365"",""0ad6be4056201876d95bd47e2a805d853b855227b5ac8f32b08435b7cc96e403""]",True
112,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_64de98de1e64,validation|train,train|validation,"[0,0,""8782/61655"",""56041967979/23177159455"",""394/2365"",""0ad6be4056201876d95bd47e2a805d853b855227b5ac8f32b08435b7cc96e403""]","[0,0,""60804/431585"",""56041967979/23177159455"",""394/2365"",""4fb85eaf88fa891809d54e6b42826045a00b9f458394d0cb6fc71e1e162a2d5a""]",True
113,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_698e28e66f64,train|test,test|train,"[0,0,""60804/431585"",""56041967979/23177159455"",""394/2365"",""4fb85eaf88fa891809d54e6b42826045a00b9f458394d0cb6fc71e1e162a2d5a""]","[0,0,""3096/22715"",""675874207153/278125913460"",""394/2365"",""e6a97073e29fb610b21c5beb22393856a70e499609d96ec700ce7eb42f33a188""]",True
114,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_6b696b6d58d4,test|validation,validation|test,"[0,0,""3096/22715"",""675874207153/278125913460"",""394/2365"",""e6a97073e29fb610b21c5beb22393856a70e499609d96ec700ce7eb42f33a188""]","[0,0,""3096/22715"",""675874207153/278125913460"",""394/2365"",""0d75f72e824729f79f7d5a54766cb7faa345416a9abc1c0b5567a0d93f7fcd84""]",True
115,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_778789263c8b,validation|train,train|validation,"[0,0,""3096/22715"",""675874207153/278125913460"",""394/2365"",""0d75f72e824729f79f7d5a54766cb7faa345416a9abc1c0b5567a0d93f7fcd84""]","[0,0,""57754/431585"",""675874207153/278125913460"",""394/2365"",""b5557e00fddbd7990c18be7d4dd18b16298b3328a4322b096a807e34aaf7939d""]",True
116,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_779c35ecf04d,train|test,test|train,"[0,0,""57754/431585"",""675874207153/278125913460"",""394/2365"",""b5557e00fddbd7990c18be7d4dd18b16298b3328a4322b096a807e34aaf7939d""]","[0,0,""55274/431585"",""29052855109/12092431020"",""394/2365"",""9f7d4ed5e1acca31cb85def3166af69d5c07b40a208f9a464595ae35603f7bd0""]",True
117,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_7a0b0d8e4cb7,test|validation,validation|test,"[0,0,""55274/431585"",""29052855109/12092431020"",""394/2365"",""9f7d4ed5e1acca31cb85def3166af69d5c07b40a208f9a464595ae35603f7bd0""]","[0,0,""55274/431585"",""29052855109/12092431020"",""394/2365"",""4dab063959f8a495c04ab7c5bd0cfe166fe676580d42ce7e056dc875848294f2""]",True
118,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_7c2a40180195,validation|test,test|validation,"[0,0,""55274/431585"",""29052855109/12092431020"",""394/2365"",""4dab063959f8a495c04ab7c5bd0cfe166fe676580d42ce7e056dc875848294f2""]","[0,0,""55274/431585"",""29052855109/12092431020"",""394/2365"",""00a93d7191a7a251a4f65228cba3b4c78449f8f3d685f1f60d835ff2e6871862""]",True
119,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_889cc6984044,test|train,train|test,"[0,0,""55274/431585"",""29052855109/12092431020"",""394/2365"",""00a93d7191a7a251a4f65228cba3b4c78449f8f3d685f1f60d835ff2e6871862""]","[0,0,""54504/431585"",""29052855109/12092431020"",""394/2365"",""bf0fc0053a3d1c3c9be3001588f5f1d4bfcfa7b6925e7cfcbe7a7f1e78eb820b""]",True
120,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_8a181477b3c9,train|validation,validation|train,"[0,0,""54504/431585"",""29052855109/12092431020"",""394/2365"",""bf0fc0053a3d1c3c9be3001588f5f1d4bfcfa7b6925e7cfcbe7a7f1e78eb820b""]","[0,0,""4724/39235"",""164393167928/69531478365"",""394/2365"",""55e120e47942b619abeb170f887389ada8ce7334a2f5b2b7ec060c14595a8fe9""]",True
121,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_8cd7e4b65ebf,validation|train,train|validation,"[0,0,""4724/39235"",""164393167928/69531478365"",""394/2365"",""55e120e47942b619abeb170f887389ada8ce7334a2f5b2b7ec060c14595a8fe9""]","[0,0,""51454/431585"",""164393167928/69531478365"",""394/2365"",""add228bc92dad636c0728d59c9d36229e1301a1f443930a5b985b69b80f48b74""]",True
122,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_9061ad6d2b9f,train|test,test|train,"[0,0,""51454/431585"",""164393167928/69531478365"",""394/2365"",""add228bc92dad636c0728d59c9d36229e1301a1f443930a5b985b69b80f48b74""]","[0,0,""49864/431585"",""661251393197/278125913460"",""394/2365"",""e0ef134a2f1eb58d17a44f8a089b4bff8f59dc605c170d4693088f66cc5e56a1""]",True
123,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_95e156b8e95f,test|train,train|test,"[0,0,""49864/431585"",""661251393197/278125913460"",""394/2365"",""e0ef134a2f1eb58d17a44f8a089b4bff8f59dc605c170d4693088f66cc5e56a1""]","[0,0,""49164/431585"",""661251393197/278125913460"",""394/2365"",""0a7eeabbf5bf6aca4a63eb777a51a740895903df07cb01ccd52390955e2d6fb9""]",True
124,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_962153c78161,train|validation,validation|train,"[0,0,""49164/431585"",""661251393197/278125913460"",""394/2365"",""0a7eeabbf5bf6aca4a63eb777a51a740895903df07cb01ccd52390955e2d6fb9""]","[0,0,""46594/431585"",""325304198701/139062956730"",""394/2365"",""8568cb7cb751d69e935e629cf4a3f9df8558fdedc4ddbc689dd7370524f0b5be""]",True
125,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_98a6f5465bda,validation|train,train|validation,"[0,0,""46594/431585"",""325304198701/139062956730"",""394/2365"",""8568cb7cb751d69e935e629cf4a3f9df8558fdedc4ddbc689dd7370524f0b5be""]","[0,0,""45924/431585"",""325304198701/139062956730"",""394/2365"",""f4bde9c48718ac6073f75da36e599f487262c53d2df87d15267e602f8bb41bcd""]",True
126,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_9a63abb3cdd2,train|test,test|train,"[0,0,""45924/431585"",""325304198701/139062956730"",""394/2365"",""f4bde9c48718ac6073f75da36e599f487262c53d2df87d15267e602f8bb41bcd""]","[0,0,""43404/431585"",""639965401607/278125913460"",""394/2365"",""ae3eb5052cc04e2d407f13a81b05ca414fc4cf5b6f086d9714e163a46f74099e""]",True
127,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_9c3a91690ce6,test|validation,validation|test,"[0,0,""43404/431585"",""639965401607/278125913460"",""394/2365"",""ae3eb5052cc04e2d407f13a81b05ca414fc4cf5b6f086d9714e163a46f74099e""]","[0,0,""43404/431585"",""639965401607/278125913460"",""394/2365"",""229dfb0f168dc5f9b231e65133437c1c47d3924e42e407b1532b8aabdfee6646""]",True
128,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_9d30fa71cd8e,validation|train,train|validation,"[0,0,""43404/431585"",""639965401607/278125913460"",""394/2365"",""229dfb0f168dc5f9b231e65133437c1c47d3924e42e407b1532b8aabdfee6646""]","[0,0,""43284/431585"",""639965401607/278125913460"",""394/2365"",""b40aebfc3a89f9d21841371100c013529f8b1731b28dbf9e3c91135a8e4e17ae""]",True
