split_blocking_group_id,partition,benchmark_positive_herb_count,positive_pair_count,total_group_member_count,degree_bin_counts_json,tie_break_key,assignment_order,initial_partition,final_partition,moved_during_local_improvement,final_group_signature
HBG_1d4e70cb99cf,train,1,7,1,"{""D01_1_4"": 0, ""D02_5_9"": 1, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",b1d120b7208f91ea029d7fe6d9a1e4ad79e868077395aeefe01636d58439b5a9,414,test,train,True,5659fa04692f03a1e9e25e0f1f072114465fe85f0cdb3aa4900c194d079b9466
HBG_1dd673709d30,test,1,19,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 1, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",c7ff84f2272fb28b6aae75854fdcf339dbf5362eb6200ef11c7d05f79bdabfcd,351,validation,test,True,74c54ece63366285a6b4a49fa638fba0f111c2ad720a2d2a5e9ff4faf06d4aaa
HBG_1e12b659d031,train,1,46,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",af5ec0d59591a626b94a0d0dc8591c5de2e5693bdeb8683be031008f7e1df25c,267,train,train,False,cdbdc1a8cea951a695a1f2f3a999a71ae47589e816eaa1b0783a62ef78b9d579
HBG_1e26b149e9cb,test,1,44,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",7817784a53ff50afbf771f0a46efd649de5c10bd59c23ace9eed049322b8a94a,277,test,test,False,67cf5b83a789dcbe9dea2d6e815674552b8eec78d4c890ace87a999f2178161f
HBG_1e97727f686b,train,2,121,2,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 2, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",cadca9de2bc2ea6023624c546a05ab92322b738cd400268c122c50cc7e8b5922,85,train,train,False,7151929fd3a81f572b51fe1d974b29ef88bafe9bf8fa351f88849f295bddda35
HBG_1ef38191eed8,test,1,151,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 1, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",a39b46460967476b200ae8720d1b932106545d5ddc6ca2d668609dfde15760aa,191,train,test,True,619795f390d2c2c065c2ac0fa6a29b901ac915fa9e53e1c9e2184423d804239e
HBG_1f1573d18be9,train,1,85,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 1, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",0ad0fcb49082d3e78708bd163bd2438b75947dac038c117e056e2bb9cd29446f,227,train,train,False,04c246d6cf4887f5ec12bfc395025b80c8103009d0ef052f733bdca8938d01e0
HBG_1f421def47a3,train,1,2,1,"{""D01_1_4"": 1, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",0d22ac52c0f94e7e3f3b8ac3b46f2409a7ec6122e043c8adbd350f0dc6fc2123,446,validation,train,True,80b75231bea32e0f4f0c76a1d1bb761ca213df927c95533f0265e9c799abe57a
HBG_1fce6eda1453,train,2,108,2,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 2, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",fd3da06529a66866ec00b5492d131b503325cec557337546f71c6fac48b9aff4,87,train,train,False,e8cd113d329368f3a3572faebe06bb0d264a5af03765c4bf150b28259e035afc
HBG_1fe3b980b48c,train,1,27,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",2a10f51c880f8c8d87afcaa1ee09e40500340837157ace41fc6863488a100432,308,train,train,False,a04986823c8082f1d217a9ba0e68793996c517d7e39d523cd9eaccf073cbeefa
HBG_20553bc227b4,train,1,12,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 1, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",f6204f0d7880bace5b1d25e00fcf5ce347d543f6517ae74f352cd50050e3e408,387,train,train,False,6909569b708805fe888b3b2ca3e35389f84e11dd6bdec173ee5972654d8a2eab
HBG_21430d79b83e,train,1,290,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 1, ""D08_400_PLUS"": 0}",5f865cb718eae0dd583cf8e71b9fe245b25bae765486b79dccbef121c95cfa51,151,train,train,False,a41028c9276aa5228a67352a491ab2ebf3fe5061390c284809e430b113ab3e08
HBG_2257cfc962dd,train,1,4,1,"{""D01_1_4"": 1, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",7df122b76b848589fab53ada8716fc9df1b7c8371229162e9d5d46eae3517936,430,test,train,True,c74170be61e107acd735a5b9d28e4df41d5b8cb04cd98777cf529f7c2f1d235f
HBG_22ee4049cd25,train,1,56,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 1, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",23f532cf96619bd6c45944864a6181653ff56bbe104ab9411649e8af97e84204,256,train,train,False,e81cd430560ebebb953eedbf243017a00e1c11c5391803858217a597e717c856
HBG_23bd7504ffd5,train,9,3350,9,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 9, ""D08_400_PLUS"": 0}",74e97c6bb3a89a32f564cea4ab2feda72df893e3ac2ef4be354dc84197782246,1,train,train,False,9c6de0cfe0f68a95de14a6b03639666ac3c25e66902e7c1e49f257307ca1cb0c
HBG_24641533cced,train,4,1004,4,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 4, ""D08_400_PLUS"": 0}",9583970e18ac0b96e38739d41bbe13e8875760145300c672cf972292561816cb,13,train,train,False,f6607ca33bbfcc27883785a139deaa1d65b06557a7f334184d4eda83f987e9f2
HBG_24ee82070b38,train,1,76,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 1, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",1d25e3878f03fa51e43f6d92bf86cef6a0b002182d58fd02f2592c0ecae6732d,237,train,train,False,e98be4182f00c82c7a4bfb8be59fbf5fd66957096ae3857a3969927a8a889024
HBG_25bce595388f,test,1,472,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 1}",81385c502880b231f06d494c42c8567d1b82005075cb8153e98a70485e89a3ef,112,train,test,True,a9a590a5bdf5788ef204196b8ed412cdfa0f36dc374aed16c9c30a9bfb921676
HBG_2677407683aa,train,1,89,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 1, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",bdf2c1fda61715c48dab3b66df92d1a5863770bf186d5aa14f8804923368230b,225,train,train,False,158ceb122ce8c4479a95f97af5b65b6e23fe63055187a62a8aad95989b3a0546
HBG_2765d73e44ed,train,4,728,4,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 3, ""D07_200_399"": 1, ""D08_400_PLUS"": 0}",4509f97f066c421951d378a22d5c7b31fa470f199bbdd87514ff8c9e77432277,16,train,train,False,2d78b93abcc96bb861e0fb6fc432da85dc153a651adf2deba0982742928405ee
HBG_27a287071d6b,validation,1,147,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 1, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",fed44de9df18cfad09336c3f1cac323fcc808f4a2479d355236bb0a31a546c3d,193,train,validation,True,c3a7e907bf1b003fde384b982b10e107ecedb530eb727776e88cb0461aa28ead
HBG_28b26b19c3e6,train,2,70,2,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 2, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",2e3b7401a727584fe0f7f2eb5e01b8161f228e595703f779673b8a6dc79e57b5,91,train,train,False,1aed177da32b4a4540904eb02d652f34f663434b99a6c5fdee408bf2830116e4
HBG_2906cf399696,train,1,21,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",e5bbc68db889557d774ca945a31a58eb03c5e4170e9e307c31971ba3d40152db,343,train,train,False,b9d162d0b843e6e598558d11edfd598231d31bf53394191c9f91341851a895e9
HBG_29a6f39d5052,train,1,98,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 1, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",1908ed6c194f1deecb39cb17547ac98a806829530e5ef21e374efc7a954bbe17,219,train,train,False,39d4b66e65503d8e0bc88af9cfe964880d80d1f451b7727be9cfb9da29897253
HBG_2b23a3e4bd3f,train,3,304,3,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 2, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",791fdac4d49b1101012852b89325c8159388842064c3b63a0ff22bd68089342d,36,train,train,False,0222a96d94dc7689d02197d369a21320d3469f2b6b3d4ab76fdfd3d9238764db
HBG_2b2aef9a22bf,train,1,24,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",0a2ef98e2933ad3ad856b47798d19d667ab79c601eaa8b594c562cb1f8bcfc64,324,test,train,True,6ab8709daddd37b91ec6d9600d0ae9e2a7cda24eb89d8242bb43977e9b732fe4
HBG_2bc011f9109a,train,1,32,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",36d3e475ae4f31b62009e4a525bc4c46f737cdbd4ebf71da3cb12bc72376e179,295,test,train,True,b0b4394e955bc940375d786952dcbef98658d8b4813d0b50563b406d6dca65b6
HBG_2c3e5ea766a9,train,1,23,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",063164fdba0b35b2c82b37746a2c20da6a3ee7fae6441ab8ab1accc28c8a5a6f,330,train,train,False,8f74fd1eefb4e58b388a00669ee9b282a2ae0a7b50b8e30be930e83da417f2a9
HBG_2c696ef7c110,train,3,111,3,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 3, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",6fdd087615f6625f89233e75d32ec6418b6a1158ba0019f2f7faf372184769c7,41,train,train,False,b31aa1318ea4385d49532e507625d5f16b68fec2c9e67f7e05b28e448e25b17d
HBG_2d8dd1b2e7fa,train,1,12,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 1, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",b3fa2a72c76b4f1aa502796db8b76eed1bb01b3c089185235d13e4a750db31e6,381,validation,train,True,99d00ca23a0aaea2851bbc0c4bf8d0b35f74e15d0a6d05a938d9fea593890acb
HBG_2db7627af0cd,train,1,3,1,"{""D01_1_4"": 1, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",b610a3052e08df0399dad705e12a10a8756c018b5139b10fd617a7e0afe1ba2c,442,train,train,False,a3bac218690b5a24fe201bbac3114d953869a26f62b6aa00e29bd9bbcd1c81f6
HBG_2f345bb500a0,train,1,1,1,"{""D01_1_4"": 1, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",2a8300a1202755bce1f3c0e05c72b684ae3ea6460e21ac7a65bc83c3ff94effd,459,validation,train,True,422ad61f75744d791b9687fc9362509276b3d01cdd731a3a2b491d4b93cd6090
HBG_2fb3bf687bf5,train,2,23,2,"{""D01_1_4"": 0, ""D02_5_9"": 1, ""D03_10_19"": 1, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",87e112abaa2b7c06bbec4ab48f0977c836c36c4689c4eb976ce7108a90f7940b,103,train,train,False,bfdd7e2d53590582fe7af4530fd253101d1818fb1fe7d4658e07980fd792514d
HBG_30a4d4e01b5c,test,1,116,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 1, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",5c035cca36b73dbee214789bd7169c012ebc3078980f1a66804c21d35a294a8a,205,train,test,True,f4d39475209cfd679838fe288167c1e15cfa0cb6cee1d42cd3df595d0c2f892e
HBG_30e4587ff4fe,train,1,4,1,"{""D01_1_4"": 1, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",d03763be89af8e5762f43b306619f241a137d2d0c2288a027c65201cc1604e59,431,test,train,True,ed09734e3428b9d4f05ace0ff105e73e2571ce9d250f09331c67015623ae7946
HBG_30ea05e068aa,validation,1,99,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 1, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",ab0ec64fc2921b18e964268b64a5acf706658a4e0325b96baad97fed9b51c9e0,218,train,validation,True,6d3d3ebc21e5a080083d56f87226f7c4f40f966ce72abf34520323263e7a195b
HBG_3110e24aca4a,train,1,65,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 1, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",7d436563e83ab14dbdfdd8a5fbaee4ed0794332fee98ae998d6e1ac3fab8a1f6,249,train,train,False,ddb504e577f2091972ecf8c2f2e7bb2b2abf304873d9c983e3fa8ddbe86cdbb6
HBG_320fad92c4f9,train,2,59,2,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 2, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",8879484f23222bb110e310b43b7fb999c5ace723c9bc493b49a7b7f2cb3301a7,92,train,train,False,7940b3be4731495e98e171a5505ae7a27a68eda3fa0024840f5003376b8f3068
HBG_3290516fbb04,test,1,12,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 1, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",7abb590679cffacccae860c084cc3215aade9c1a351c9a3eadbdf8f6ceeea819,379,train,test,True,c254e185bfba3833c388cff3fd34837b76f0b3cd010418455b789ea67173cf98
HBG_32985646f961,train,1,1,1,"{""D01_1_4"": 1, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",274158e2db1ae37933f3669b587fa3af946d37131088f573d2ab0b670a6e0264,457,validation,train,True,929a40051802d0775d2c9230529122e623ac6a49a1e676365b84ec59b32cb4c1
HBG_32aaba810db6,train,3,6,3,"{""D01_1_4"": 3, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",22d36183442023c4f8aeeb0008bbb4b5219b10906fc2cac258d82f0be7bf883f,44,train,train,False,ab71a4651a595f772358fb636587cae84aa11c88112e11f10af8167d7d26aea1
HBG_33420a4f35bf,validation,1,313,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 1, ""D08_400_PLUS"": 0}",e7034a11fe5832b9579e0eb34e207a658a0381879cfe7bb96ae2ce33a940f16d,144,train,validation,True,ded13c2861c67c18f7c23578a734dd402537c346a8c3431da045d80efcdecafa
HBG_3379727f2d33,train,4,1116,4,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 4, ""D08_400_PLUS"": 0}",f756042c863ec3e186ffbd5292c265b9835b58a8d9432b63952e918542acaf81,12,train,train,False,90d7d53c90c7615bde9f0f76dc8b2bc13696f03929d94dc724577c6f9e974aee
HBG_34fabcdd0e22,train,1,80,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 1, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",40c5204fd19de8ed20100029f4034690767aaa5570d71a6f57c28ccabaa6e0cf,234,train,train,False,a5f016a1d742574b35ad4152ca6431c317208dc53a05733522af74bd52cf4fb4
HBG_353c5798293c,test,1,383,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 1, ""D08_400_PLUS"": 0}",a32764628d7a981a48e876394a268259907a5d727fff532338e454c2a15c2039,121,train,test,True,9bb42e5c3ddfc9eb3540f785b0800819b977f4a748d2301c7b7b35c6c974d9fd
HBG_35ea648b06d0,train,1,13,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 1, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",e79ff6a2e7b70b1b0cf9509b9a4ac72659b335a7fa67670c5d91fc79d5249f35,374,train,train,False,2bbe2ca488ba4c3f25d6dec1c379a56348b59588027e5b1ef4ded0c3d60fd141
HBG_37d96977c251,train,1,45,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",c7c1a6a8604e1d3fef7af39945bd656bd425270d66ce1b51c1a979a0a85f9e31,273,test,train,True,6c8ff5d4bb2487be1da880dd6b21bae0faf0a7832d8f10af175f9ad75d8ebb61
HBG_38943549616b,train,2,88,2,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 2, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",bef5560e6da697c9afb912c70c53830a60e45884f16aa939fe61842959ef575d,89,train,train,False,31cf595925e4873fe60e66fd5351505b2c751a0a9adfe0d6fa7699efaa49f808
HBG_3939d145d81e,validation,1,127,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 1, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",a23a623d837afd13235f6d68905500dc3123f46a4959fabf08e88c1329988b3e,198,train,validation,True,c9574d746f4c1a41c6a78b64edee70c8c66641e18fbb3b470f5f99bae52ad6ef
HBG_394cc80eb83b,train,1,12,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 1, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",0d5768d3bf2b6c1362871c5fa881f5e34096421275f92ae67c6090aeb446eafb,376,validation,train,True,19ff3764424449d7ae74929124f3596aa74283852d11bda421f084983310d354
HBG_3a49c6706d6e,test,1,44,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",3927f36f22473e40e377dcea9250173b88548373e955cbf0b24e2611cd7e981d,276,test,test,False,783effb8982423e3b5f117cf2fe3811b3c9bca64250244ad5ec5f2c594e13cef
HBG_3baa0b8af928,train,1,57,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 1, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",576c0f3ebad70ac3b05917ec763e724ce21f77ee7f417861c831b8552327b0ad,254,train,train,False,75019e94bc064e566cb086098b6637c7c5b829276bdb91283fb7499a34a51faf
HBG_3bb72e548ddf,train,1,46,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",c42a92a662076555e790d9bb9a1e260f6ec424e752f5f5b49d55182d5ac64dcd,269,train,train,False,9f307415f833be7670689ab21d2397b0296b77ad36ea74c16f346fc752e5b772
HBG_3d5b5a862617,train,1,27,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",d3817741062a26e05d4dd2f20cd8ab96210b7a824b0fe8d1bc2ce1d0f950d6f3,311,train,train,False,3a55de9344ba051645b62033f29f1b611f77062a7d9dacdad6ecaa5c8a24bb8b
HBG_3d71c8e92138,train,5,1862,5,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 1, ""D08_400_PLUS"": 4}",5f5e21f6cd6508b8fb8597f420d317cf19022388213ce0fc29ed9b4f2edfd5d6,4,train,train,False,2559dd2dca08d9d5a48e692ac387121c3c6f4d0ee18710a5d4588c8dfe53e4f9
HBG_3dcc26eed848,test,1,369,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 1, ""D08_400_PLUS"": 0}",0bb4e5e1d48b04d928792058b2aa1285efac19b66a054ef144843e7677b46d09,124,train,test,True,97a19313c3d6008c6005c4e290a0ae31d5d5559bd4fb44cecfc08b3795218097
HBG_3e150df43f89,validation,1,223,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 1, ""D08_400_PLUS"": 0}",7466f989bbd6e4200327eaf8554681055acdfa4022ae91971931fef8c36b8969,174,train,validation,True,22b9e462310dcc9a5f5c6949affbe4b3a25e88244d0308450cfebac48ec70477
HBG_3e8450044b1e,train,2,40,2,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 2, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",20e205118441af4c821211c8d85ec64e977781327f572ceffc6a686a1b461923,96,train,train,False,76bd40533a33e4bea12b13b1743d4511181df0a1c16f5b1cf2edf2c83544ca6f
HBG_3f503109dfd4,train,1,83,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 1, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",b72dd7f92e6eec74291bf856568a257a64c3a32d831c3e7b81babf07a63c5404,231,train,train,False,4ceafab96b9c7bfab632e3903e25ae9938682113f21a485fea2e00154e8c475d
HBG_3f9020bc6752,train,1,133,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 1, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",62f153f308a6bb2b014df9bd58d07988793ff9efe83cb892552c228a0c9b8fd9,196,train,train,False,71b51a4acc68411618d5e177c5d2a383a7cff6b8d4896c3350d1574f0eeecc08
HBG_3fcde9ae9ee1,train,1,46,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",b2e58de247e265e81c6288801f24996f970f6858369bff4a218b7f49ace054c2,268,train,train,False,d09a5bb6b7a8605aa67daf6ef62375574ce06c2c1151c15612e3a442af9fbf7e
HBG_40ac796ed032,train,5,1040,5,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 5, ""D08_400_PLUS"": 0}",def8688bac7278c9ece5664b49e1ffdc4ef9edb04c431b3be1cb6b771f76ff62,7,train,train,False,bf26c05fb1422d9bd16ecf31dd6a5f2619ea7774a0ef87e11c35621c413d4787
