split_blocking_group_id,total_group_member_count,benchmark_eligible_member_count,benchmark_positive_herb_count,benchmark_context_only_member_count,benchmark_ineligible_member_count,positive_pair_count,positive_degree_min,positive_degree_max,positive_degree_mean,compound_context_member_count,no_compound_context_member_count,D01_count,D02_count,D03_count,D04_count,D05_count,D06_count,D07_count,D08_count,contains_H0847,group_protocol_status,future_assignment_unit
HBG_19a1c3f77d5d,1,1,1,0,0,24,24,24,24.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_19db8d1b42bf,2,2,2,0,0,318,159,159,159.0,2,0,0,0,0,0,0,2,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_19ff9cedb22a,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_1aa82c7db728,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_1ab4c80fee92,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_1abc2c8d0407,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_1ad666fe50ea,2,2,2,0,0,2,1,1,1.0,2,0,2,0,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1b8c1875da4c,2,2,2,0,0,18,9,9,9.0,2,0,0,2,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1c4eb6b50cff,1,1,1,0,0,136,136,136,136.0,1,0,0,0,0,0,0,1,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1c53ad8297f8,2,2,2,0,0,408,204,204,204.0,2,0,0,0,0,0,0,0,2,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1c55930ace59,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_1c6fe51c19dd,1,1,1,0,0,179,179,179,179.0,1,0,0,0,0,0,0,1,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1c7a88bf329e,1,1,1,0,0,152,152,152,152.0,1,0,0,0,0,0,0,1,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1ce2cbd827ee,1,1,1,0,0,5,5,5,5.0,1,0,0,1,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1ce5fd0f7ac7,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_1cf6493ae947,1,1,1,0,0,22,22,22,22.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1d4e70cb99cf,1,1,1,0,0,7,7,7,7.0,1,0,0,1,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1d5decc1aaca,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_1dd673709d30,1,1,1,0,0,19,19,19,19.0,1,0,0,0,1,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1ddc7a859844,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_1e12b659d031,1,1,1,0,0,46,46,46,46.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1e26b149e9cb,1,1,1,0,0,44,44,44,44.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1e5dd67e7d47,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_1e7a78a59ac0,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_1e97727f686b,2,2,2,0,0,121,60,61,60.5,2,0,0,0,0,0,2,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1ef38191eed8,1,1,1,0,0,151,151,151,151.0,1,0,0,0,0,0,0,1,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1efe23e9796e,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_1f1573d18be9,1,1,1,0,0,85,85,85,85.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1f421def47a3,1,1,1,0,0,2,2,2,2.0,1,0,1,0,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1f742c6c4504,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_1fce6eda1453,2,2,2,0,0,108,54,54,54.0,2,0,0,0,0,0,2,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_1fe3b980b48c,1,1,1,0,0,27,27,27,27.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_20553bc227b4,1,1,1,0,0,12,12,12,12.0,1,0,0,0,1,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_206b31263bac,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_206b7932a9fe,1,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,True,BENCHMARK_QUARANTINED_GROUP,NOT_ASSIGNABLE_BENCHMARK_QUARANTINE
HBG_209da42b4511,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_20e0deba1ee8,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_21430d79b83e,1,1,1,0,0,290,290,290,290.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_214a2b0e4ee2,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_21782fd22a93,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_2257cfc962dd,1,1,1,0,0,4,4,4,4.0,1,0,1,0,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_22ee4049cd25,1,1,1,0,0,56,56,56,56.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_2309cdae6107,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_23bd7504ffd5,9,9,9,0,0,3350,372,374,372.222222,9,0,0,0,0,0,0,0,9,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_242d509d4888,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_24641533cced,4,4,4,0,0,1004,251,251,251.0,4,0,0,0,0,0,0,0,4,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_24ee82070b38,1,1,1,0,0,76,76,76,76.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_25bce595388f,1,1,1,0,0,472,472,472,472.0,1,0,0,0,0,0,0,0,0,1,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_25bed7adce8f,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_25da2b02ff3e,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_2607af7df66c,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_2677407683aa,1,1,1,0,0,89,89,89,89.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_26b0c172a29c,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_2721b304cb93,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_2765d73e44ed,4,4,4,0,0,728,176,200,182.0,4,0,0,0,0,0,0,3,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_27822b90ea02,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_27a287071d6b,1,1,1,0,0,147,147,147,147.0,1,0,0,0,0,0,0,1,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_28661fb98359,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_288e15a18005,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_28b26b19c3e6,2,2,2,0,0,70,35,35,35.0,2,0,0,0,0,2,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_2906bdd99bcb,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_2906cf399696,1,1,1,0,0,21,21,21,21.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_2997b7d21ebb,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_29a6f39d5052,1,1,1,0,0,98,98,98,98.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_29d2b80aba5b,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_29d3e4101991,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_2b0daa529576,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_2b23a3e4bd3f,3,3,3,0,0,304,42,131,101.333333,3,0,0,0,0,1,0,2,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_2b2aef9a22bf,1,1,1,0,0,24,24,24,24.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_2b828a106771,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_2bc011f9109a,1,1,1,0,0,32,32,32,32.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_2bd21d965cc3,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_2be67737c1dd,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_2bee0e5fc310,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_2c3e5ea766a9,1,1,1,0,0,23,23,23,23.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_2c696ef7c110,3,3,3,0,0,111,37,37,37.0,3,0,0,0,0,3,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_2d8dd1b2e7fa,1,1,1,0,0,12,12,12,12.0,1,0,0,0,1,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_2db7627af0cd,1,1,1,0,0,3,3,3,3.0,1,0,1,0,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_2e62b1ce6e5f,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_2edd65079091,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_2f345bb500a0,1,1,1,0,0,1,1,1,1.0,1,0,1,0,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_2fb3bf687bf5,2,2,2,0,0,23,5,18,11.5,2,0,0,1,1,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_30a4d4e01b5c,1,1,1,0,0,116,116,116,116.0,1,0,0,0,0,0,0,1,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_30e4587ff4fe,1,1,1,0,0,4,4,4,4.0,1,0,1,0,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_30ea05e068aa,1,1,1,0,0,99,99,99,99.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3110e24aca4a,1,1,1,0,0,65,65,65,65.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3124325fc5d7,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_31be0748f848,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_31e01e152e9c,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_31e6caadeccb,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_320fad92c4f9,2,2,2,0,0,59,29,30,29.5,2,0,0,0,0,2,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3211c58460ae,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3229740c3e1c,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_32687a7f7193,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3272252af6a7,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_32801bbcd4a3,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3290516fbb04,1,1,1,0,0,12,12,12,12.0,1,0,0,0,1,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_32985646f961,1,1,1,0,0,1,1,1,1.0,1,0,1,0,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_32aaba810db6,3,3,3,0,0,6,2,2,2.0,3,0,3,0,0,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_33124f72760c,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_332ffc56d3f3,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_33420a4f35bf,1,1,1,0,0,313,313,313,313.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3379727f2d33,4,4,4,0,0,1116,276,288,279.0,4,0,0,0,0,0,0,0,4,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_33cfc130abfd,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3465f2194eb2,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_34f6085f650f,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_34fa7d9b11fb,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_34fabcdd0e22,1,1,1,0,0,80,80,80,80.0,1,0,0,0,0,0,1,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_353c5798293c,1,1,1,0,0,383,383,383,383.0,1,0,0,0,0,0,0,0,1,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_35ea648b06d0,1,1,1,0,0,13,13,13,13.0,1,0,0,0,1,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_35ffc36a4986,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_372c6bc45d29,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_37d96977c251,1,1,1,0,0,45,45,45,45.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_38943549616b,2,2,2,0,0,88,44,44,44.0,2,0,0,0,0,2,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3895046302e1,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_389f3a2a2bee,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3939d145d81e,1,1,1,0,0,127,127,127,127.0,1,0,0,0,0,0,0,1,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_394cc80eb83b,1,1,1,0,0,12,12,12,12.0,1,0,0,0,1,0,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3988ecc3471b,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3a49c6706d6e,1,1,1,0,0,44,44,44,44.0,1,0,0,0,0,1,0,0,0,0,False,BENCHMARK_ASSIGNABLE_GROUP,GROUP_LEVEL_INDIVISIBLE_ASSIGNMENT_UNIT
HBG_3a6131f78e9d,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
HBG_3a7fcf7bb270,1,1,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,False,PURE_CONTEXT_ONLY_GROUP,CONTEXT_ONLY_EXCLUDED_FROM_FORMAL_SPLIT
