node_id,node_uid,node_type,node_name,original_id,database_source,standardized_name,external_id,chembl_id,smiles,pubchem_cid,uniprot_id,gene_symbol,new_target_from_chembl,notes
H0463,herb:H0463,herb,H0463,H0463,HERB project raw files,H0463,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0464,herb:H0464,herb,H0464,H0464,HERB project raw files,H0464,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0465,herb:H0465,herb,H0465,H0465,HERB project raw files,H0465,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0466,herb:H0466,herb,H0466,H0466,HERB project raw files,H0466,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0467,herb:H0467,herb,H0467,H0467,HERB project raw files,H0467,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0468,herb:H0468,herb,H0468,H0468,HERB project raw files,H0468,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0469,herb:H0469,herb,H0469,H0469,HERB project raw files,H0469,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0470,herb:H0470,herb,H0470,H0470,HERB project raw files,H0470,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0471,herb:H0471,herb,H0471,H0471,HERB project raw files,H0471,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0472,herb:H0472,herb,H0472,H0472,HERB project raw files,H0472,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0473,herb:H0473,herb,H0473,H0473,HERB project raw files,H0473,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0474,herb:H0474,herb,H0474,H0474,HERB project raw files,H0474,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0475,herb:H0475,herb,H0475,H0475,HERB project raw files,H0475,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0476,herb:H0476,herb,H0476,H0476,HERB project raw files,H0476,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0477,herb:H0477,herb,H0477,H0477,HERB project raw files,H0477,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0478,herb:H0478,herb,H0478,H0478,HERB project raw files,H0478,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0479,herb:H0479,herb,H0479,H0479,HERB project raw files,H0479,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0480,herb:H0480,herb,H0480,H0480,HERB project raw files,H0480,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0481,herb:H0481,herb,H0481,H0481,HERB project raw files,H0481,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0482,herb:H0482,herb,H0482,H0482,HERB project raw files,H0482,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0483,herb:H0483,herb,H0483,H0483,HERB project raw files,H0483,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0484,herb:H0484,herb,H0484,H0484,HERB project raw files,H0484,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0485,herb:H0485,herb,H0485,H0485,HERB project raw files,H0485,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0486,herb:H0486,herb,H0486,H0486,HERB project raw files,H0486,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0487,herb:H0487,herb,H0487,H0487,HERB project raw files,H0487,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0488,herb:H0488,herb,H0488,H0488,HERB project raw files,H0488,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0489,herb:H0489,herb,H0489,H0489,HERB project raw files,H0489,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0490,herb:H0490,herb,H0490,H0490,HERB project raw files,H0490,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0491,herb:H0491,herb,H0491,H0491,HERB project raw files,H0491,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0492,herb:H0492,herb,H0492,H0492,HERB project raw files,H0492,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0493,herb:H0493,herb,H0493,H0493,HERB project raw files,H0493,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0494,herb:H0494,herb,H0494,H0494,HERB project raw files,H0494,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0495,herb:H0495,herb,H0495,H0495,HERB project raw files,H0495,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0496,herb:H0496,herb,H0496,H0496,HERB project raw files,H0496,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0497,herb:H0497,herb,H0497,H0497,HERB project raw files,H0497,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0498,herb:H0498,herb,H0498,H0498,HERB project raw files,H0498,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0499,herb:H0499,herb,H0499,H0499,HERB project raw files,H0499,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0500,herb:H0500,herb,H0500,H0500,HERB project raw files,H0500,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0501,herb:H0501,herb,H0501,H0501,HERB project raw files,H0501,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0502,herb:H0502,herb,H0502,H0502,HERB project raw files,H0502,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0503,herb:H0503,herb,H0503,H0503,HERB project raw files,H0503,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0504,herb:H0504,herb,H0504,H0504,HERB project raw files,H0504,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0505,herb:H0505,herb,H0505,H0505,HERB project raw files,H0505,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0506,herb:H0506,herb,H0506,H0506,HERB project raw files,H0506,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0507,herb:H0507,herb,H0507,H0507,HERB project raw files,H0507,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0508,herb:H0508,herb,H0508,H0508,HERB project raw files,H0508,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0509,herb:H0509,herb,H0509,H0509,HERB project raw files,H0509,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0510,herb:H0510,herb,H0510,H0510,HERB project raw files,H0510,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0511,herb:H0511,herb,H0511,H0511,HERB project raw files,H0511,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0512,herb:H0512,herb,H0512,H0512,HERB project raw files,H0512,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0513,herb:H0513,herb,H0513,H0513,HERB project raw files,H0513,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0514,herb:H0514,herb,H0514,H0514,HERB project raw files,H0514,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0515,herb:H0515,herb,H0515,H0515,HERB project raw files,H0515,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0516,herb:H0516,herb,H0516,H0516,HERB project raw files,H0516,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0517,herb:H0517,herb,H0517,H0517,HERB project raw files,H0517,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0518,herb:H0518,herb,H0518,H0518,HERB project raw files,H0518,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0519,herb:H0519,herb,H0519,H0519,HERB project raw files,H0519,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0520,herb:H0520,herb,H0520,H0520,HERB project raw files,H0520,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0521,herb:H0521,herb,H0521,H0521,HERB project raw files,H0521,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0522,herb:H0522,herb,H0522,H0522,HERB project raw files,H0522,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0523,herb:H0523,herb,H0523,H0523,HERB project raw files,H0523,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0524,herb:H0524,herb,H0524,H0524,HERB project raw files,H0524,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0525,herb:H0525,herb,H0525,H0525,HERB project raw files,H0525,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0526,herb:H0526,herb,H0526,H0526,HERB project raw files,H0526,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0527,herb:H0527,herb,H0527,H0527,HERB project raw files,H0527,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0528,herb:H0528,herb,H0528,H0528,HERB project raw files,H0528,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0529,herb:H0529,herb,H0529,H0529,HERB project raw files,H0529,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0530,herb:H0530,herb,H0530,H0530,HERB project raw files,H0530,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0531,herb:H0531,herb,H0531,H0531,HERB project raw files,H0531,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0532,herb:H0532,herb,H0532,H0532,HERB project raw files,H0532,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0533,herb:H0533,herb,H0533,H0533,HERB project raw files,H0533,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0534,herb:H0534,herb,H0534,H0534,HERB project raw files,H0534,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0535,herb:H0535,herb,H0535,H0535,HERB project raw files,H0535,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0536,herb:H0536,herb,H0536,H0536,HERB project raw files,H0536,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0537,herb:H0537,herb,H0537,H0537,HERB project raw files,H0537,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0538,herb:H0538,herb,H0538,H0538,HERB project raw files,H0538,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0539,herb:H0539,herb,H0539,H0539,HERB project raw files,H0539,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0540,herb:H0540,herb,H0540,H0540,HERB project raw files,H0540,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0541,herb:H0541,herb,H0541,H0541,HERB project raw files,H0541,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0542,herb:H0542,herb,H0542,H0542,HERB project raw files,H0542,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0543,herb:H0543,herb,H0543,H0543,HERB project raw files,H0543,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0544,herb:H0544,herb,H0544,H0544,HERB project raw files,H0544,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0545,herb:H0545,herb,H0545,H0545,HERB project raw files,H0545,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0546,herb:H0546,herb,H0546,H0546,HERB project raw files,H0546,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0547,herb:H0547,herb,H0547,H0547,HERB project raw files,H0547,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0548,herb:H0548,herb,H0548,H0548,HERB project raw files,H0548,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0549,herb:H0549,herb,H0549,H0549,HERB project raw files,H0549,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0550,herb:H0550,herb,H0550,H0550,HERB project raw files,H0550,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0551,herb:H0551,herb,H0551,H0551,HERB project raw files,H0551,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0552,herb:H0552,herb,H0552,H0552,HERB project raw files,H0552,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0553,herb:H0553,herb,H0553,H0553,HERB project raw files,H0553,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0554,herb:H0554,herb,H0554,H0554,HERB project raw files,H0554,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0555,herb:H0555,herb,H0555,H0555,HERB project raw files,H0555,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0556,herb:H0556,herb,H0556,H0556,HERB project raw files,H0556,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0557,herb:H0557,herb,H0557,H0557,HERB project raw files,H0557,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0558,herb:H0558,herb,H0558,H0558,HERB project raw files,H0558,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0559,herb:H0559,herb,H0559,H0559,HERB project raw files,H0559,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0560,herb:H0560,herb,H0560,H0560,HERB project raw files,H0560,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0561,herb:H0561,herb,H0561,H0561,HERB project raw files,H0561,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0562,herb:H0562,herb,H0562,H0562,HERB project raw files,H0562,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0563,herb:H0563,herb,H0563,H0563,HERB project raw files,H0563,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0564,herb:H0564,herb,H0564,H0564,HERB project raw files,H0564,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0565,herb:H0565,herb,H0565,H0565,HERB project raw files,H0565,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0566,herb:H0566,herb,H0566,H0566,HERB project raw files,H0566,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0567,herb:H0567,herb,H0567,H0567,HERB project raw files,H0567,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0568,herb:H0568,herb,H0568,H0568,HERB project raw files,H0568,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0569,herb:H0569,herb,H0569,H0569,HERB project raw files,H0569,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0570,herb:H0570,herb,H0570,H0570,HERB project raw files,H0570,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0571,herb:H0571,herb,H0571,H0571,HERB project raw files,H0571,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0572,herb:H0572,herb,H0572,H0572,HERB project raw files,H0572,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0573,herb:H0573,herb,H0573,H0573,HERB project raw files,H0573,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0574,herb:H0574,herb,H0574,H0574,HERB project raw files,H0574,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0575,herb:H0575,herb,H0575,H0575,HERB project raw files,H0575,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0576,herb:H0576,herb,H0576,H0576,HERB project raw files,H0576,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0577,herb:H0577,herb,H0577,H0577,HERB project raw files,H0577,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0578,herb:H0578,herb,H0578,H0578,HERB project raw files,H0578,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0579,herb:H0579,herb,H0579,H0579,HERB project raw files,H0579,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0580,herb:H0580,herb,Cuscuta australis,H0580,HERB project raw files,Cuscuta australis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0581,herb:H0581,herb,Cuscuta australis,H0581,HERB project raw files,Cuscuta australis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0582,herb:H0582,herb,Alpinia katsumadai,H0582,HERB project raw files,Alpinia katsumadai,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0583,herb:H0583,herb,Cuscuta australis,H0583,HERB project raw files,Cuscuta australis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0584,herb:H0584,herb,Acanthopanax gracilistylus,H0584,HERB project raw files,Acanthopanax gracilistylus,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0585,herb:H0585,herb,Artemisia capillaris,H0585,HERB project raw files,Artemisia capillaris,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0586,herb:H0586,herb,Concha arcae,H0586,HERB project raw files,Concha arcae,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0587,herb:H0587,herb,Concha arcae,H0587,HERB project raw files,Concha arcae,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0588,herb:H0588,herb,Fructus tsaoko,H0588,HERB project raw files,Fructus tsaoko,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0589,herb:H0589,herb,Vaccaria segetalis,H0589,HERB project raw files,Vaccaria segetalis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0590,herb:H0590,herb,Clematis chinensis,H0590,HERB project raw files,Clematis chinensis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0591,herb:H0591,herb,Potentilla chinensis,H0591,HERB project raw files,Potentilla chinensis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0592,herb:H0592,herb,Clematis chinensis,H0592,HERB project raw files,Clematis chinensis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0593,herb:H0593,herb,Angelica dahurica,H0593,HERB project raw files,Angelica dahurica,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0594,herb:H0594,herb,Galla chinensis,H0594,HERB project raw files,Galla chinensis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0595,herb:H0595,herb,Ficus carica,H0595,HERB project raw files,Ficus carica,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0596,herb:H0596,herb,Gallus domesticus,H0596,HERB project raw files,Gallus domesticus,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0597,herb:H0597,herb,Acanthopanax gracilistylus,H0597,HERB project raw files,Acanthopanax gracilistylus,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0598,herb:H0598,herb,Trogopterus xanthipes,H0598,HERB project raw files,Trogopterus xanthipes,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0599,herb:H0599,herb,Trogopterus xanthipes,H0599,HERB project raw files,Trogopterus xanthipes,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0600,herb:H0600,herb,Trogopterus xanthipes,H0600,HERB project raw files,Trogopterus xanthipes,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0601,herb:H0601,herb,Prunus mume,H0601,HERB project raw files,Prunus mume,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0602,herb:H0602,herb,Prunus mume,H0602,HERB project raw files,Prunus mume,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0603,herb:H0603,herb,Firmiana simplex,H0603,HERB project raw files,Firmiana simplex,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0604,herb:H0604,herb,Securidaca inappendiculata,H0604,HERB project raw files,Securidaca inappendiculata,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0605,herb:H0605,herb,Schisandra chinensis,H0605,HERB project raw files,Schisandra chinensis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0606,herb:H0606,herb,Schisandra chinensis,H0606,HERB project raw files,Schisandra chinensis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0607,herb:H0607,herb,Schisandra chinensis,H0607,HERB project raw files,Schisandra chinensis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0608,herb:H0608,herb,Schisandra chinensis,H0608,HERB project raw files,Schisandra chinensis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0609,herb:H0609,herb,Schisandra chinensis,H0609,HERB project raw files,Schisandra chinensis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0610,herb:H0610,herb,Schisandra sphenanthera,H0610,HERB project raw files,Schisandra sphenanthera,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0611,herb:H0611,herb,Lindera strychnifolia,H0611,HERB project raw files,Lindera strychnifolia,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0612,herb:H0612,herb,Sarcandra glabra,H0612,HERB project raw files,Sarcandra glabra,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0613,herb:H0613,herb,Artemisia princeps,H0613,HERB project raw files,Artemisia princeps,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0614,herb:H0614,herb,Ipomoea cairica,H0614,HERB project raw files,Ipomoea cairica,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0615,herb:H0615,herb,Ficus simplicissima,H0615,HERB project raw files,Ficus simplicissima,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0616,herb:H0616,herb,Evodia rutaecarpa,H0616,HERB project raw files,Evodia rutaecarpa,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0617,herb:H0617,herb,Rubia cordifolia,H0617,HERB project raw files,Rubia cordifolia,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0618,herb:H0618,herb,Aconitum carmichaelii,H0618,HERB project raw files,Aconitum carmichaelii,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0619,herb:H0619,herb,Lespedeza virgata,H0619,HERB project raw files,Lespedeza virgata,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0620,herb:H0620,herb,Citrullus vulgaris,H0620,HERB project raw files,Citrullus vulgaris,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0621,herb:H0621,herb,Citrullus lanatus,H0621,HERB project raw files,Citrullus lanatus,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0622,herb:H0622,herb,Cacumen tamaricis,H0622,HERB project raw files,Cacumen tamaricis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0623,herb:H0623,herb,Stigma croci,H0623,HERB project raw files,Stigma croci,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0624,herb:H0624,herb,Succinus,H0624,HERB project raw files,Succinus,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0625,herb:H0625,herb,Platycladus orientalis,H0625,HERB project raw files,Platycladus orientalis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0626,herb:H0626,herb,Scutellaria amoena,H0626,HERB project raw files,Scutellaria amoena,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0627,herb:H0627,herb,Siegesbeckia orientalis,H0627,HERB project raw files,Siegesbeckia orientalis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0628,herb:H0628,herb,Siegesbeckiae herba,H0628,HERB project raw files,Siegesbeckiae herba,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0629,herb:H0629,herb,Asarum sieboldii,H0629,HERB project raw files,Asarum sieboldii,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0630,herb:H0630,herb,Thuja orientalis,H0630,HERB project raw files,Thuja orientalis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0631,herb:H0631,herb,Panax quinquefolium,H0631,HERB project raw files,Panax quinquefolium,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0632,herb:H0632,herb,Prunella vulgaris,H0632,HERB project raw files,Prunella vulgaris,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0633,herb:H0633,herb,Corydalis decumbens,H0633,HERB project raw files,Corydalis decumbens,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0634,herb:H0634,herb,Agrimonia pilosa var. japonica,H0634,HERB project raw files,Agrimonia pilosa var. japonica,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0635,herb:H0635,herb,Agrimonia pilosa var. japonica,H0635,HERB project raw files,Agrimonia pilosa var. japonica,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0636,herb:H0636,herb,Curculigo orchioides,H0636,HERB project raw files,Curculigo orchioides,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0637,herb:H0637,herb,Camellia sinensis,H0637,HERB project raw files,Camellia sinensis,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0638,herb:H0638,herb,Fritillaria thunbergii,H0638,HERB project raw files,Fritillaria thunbergii,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0639,herb:H0639,herb,Isodon amethystoides,H0639,HERB project raw files,Isodon amethystoides,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0640,herb:H0640,herb,Cyperus rotundus,H0640,HERB project raw files,Cyperus rotundus,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0641,herb:H0641,herb,Lentinus edodes,H0641,HERB project raw files,Lentinus edodes,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
H0642,herb:H0642,herb,Periploca sepium,H0642,HERB project raw files,Periploca sepium,,,,,,,False,Canonical HERB herb ID; source metadata rebuilt after semantic quarantine.
